ID;Repositorium;Vorname Autor;Nachname Autor;Nationalität;Pseudonym/Anderer Name;Gesamtname Autor;Geburtsjahr;Sterbejahr;Autor:innengender;Titel;Dateiname;verwendetes Datum;Wörter;Typen;norm_year
137;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Das höllische Automobil;Bierbaum_Otto_Julius_Das_hoellische_Automobil;1903;6890;2117;1903
138;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Das Madei;Bierbaum_Otto_Julius_Das_Madei;1895;1324;553;1895
139;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Das Schöne Mädchen von Pao;Bierbaum_Otto_Julius_Das_Schoene_Maedchen;1899;33500;6745;1899
140;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Die Schlangendame;Bierbaum_Otto_Julius_Die_Schlangendame;1896;18463;4703;1896
141;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Pankrazius Graunzer;Bierbaum_Otto_Julius_Pankrazius_Graunzer;1886;54757;10602;1886
142;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Prinz Kuckuck;Bierbaum_Otto_Julius_Prinz_Kuckuck;1906/1907;236738;27486;1906
143;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Samalio Pardulus;Bierbaum_Otto_Julius_Samalio_Pardulus;1908;10381;2852;1908
144;DTA;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Stilpe;Bierbaum_Otto_Julius_Stilpe;1897;59414;11268;1897
145;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Die falsche Kindbetterin;Bierbaum_Otto_Julius_Studentenbeichten_Die_falsche_Kindbetterin;1893;4033;1396;1893
146;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Leberecht der Gestrenge;Bierbaum_Otto_Julius_Studentenbeichten_Leberecht_der_Gestrenge;1893;7305;2144;1893
147;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Selbstzucht;Bierbaum_Otto_Julius_Studentenbeichten_Selbstzucht;1893;3519;1235;1893
148;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;To-lu-to-lo oder Wie Emil Türke wurde;Bierbaum_Otto_Julius_Studentenbeichten_To-lu-to-lo;1893;7200;2190;1893
149;gutenberg;Otto Julius;Bierbaum;Deutschland;;Otto Julius Bierbaum;1865;1910;male;Zwei Äpfel;Bierbaum_Otto_Julius_Studentenbeichten_Zwei_Aepfel;1893;2636;1013;1893
150;gutenberg;Rudolf Georg;Binding;Deutschland;Rudolf Georg Binding, Rudolf G. Binding;Rudolf Georg Binding;1867;1938;male;Der Opfergang;Binding_Rudolf_Georg_Der_Opfergang;1912;10902;2980;1912
151;gutenberg;Rudolf Georg;Binding;Deutschland;Rudolf Georg Binding, Rudolf G. Binding;Rudolf Georg Binding;1867;1938;male;Keuschheitslegende;Binding_Rudolf_Georg_Legenden_ Keuschheitslegende;1909;8144;2328;1909
152;gutenberg;Rudolf Georg;Binding;Deutschland;Rudolf Georg Binding, Rudolf G. Binding;Rudolf Georg Binding;1867;1938;male;Coelestina;Binding_Rudolf_Georg_Legenden_Coelestina;1909;11554;3053;1909
153;gutenberg;Rudolf Georg;Binding;Deutschland;Rudolf Georg Binding, Rudolf G. Binding;Rudolf Georg Binding;1867;1938;male;Sankt Georgs Stellvertreter;Binding_Rudolf_Georg_Legenden_Sankt_Georgs_Stellvertreter;1909;11850;3173;1909
154;gutenberg;Rudolf Georg;Binding;Deutschland;Rudolf Georg Binding, Rudolf G. Binding;Rudolf Georg Binding;1867;1938;male;Weihnachtslegende vom Peitschchen;Binding_Rudolf_Georg_Legenden_Weihnachtslegende_vom_Peitschchen;1909;2282;815;1909
155;gutenberg;Ida;Bindschedler;Schweiz;;Ida Bindschedler;1854;1919;female;Die Leuenhofer;Bindschedler_Ida_Die_Leuenhofer;1919;67990;8011;1919
156;gutenberg;Ida;Bindschedler;Schweiz;;Ida Bindschedler;1854;1919;female;Die Turnachkinder im Sommer;Bindschedler_Ida_Die_Turnachkinder_im_Sommer;1906;62232;7351;1906
157;gutenberg;Ida;Bindschedler;Schweiz;;Ida Bindschedler;1854;1919;female;Die Turnachkinder im Winter;Bindschedler_Ida_Die_Turnachkinder_im_Winter;1909;58220;7659;1909
158;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Achill;Birt_Theodor_Novellen_und_Legenden_Achill;1916;12215;3490;1916
159;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Der Besuch bei Cicero;Birt_Theodor_Novellen_und_Legenden_Der_Besuch_bei_Cicero;1916;10221;3089;1916
160;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Fortuit;Birt_Theodor_Novellen_und_Legenden_Fortuit;1916;13678;3595;1916
161;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Kamma;Birt_Theodor_Novellen_und_Legenden_Kamma;1916;9161;2643;1916
162;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Am Hof des Tyrannen;Birt_Theodor_Von_Hass_und_Liebe_Am_Hof_des_Tyrannen;1919;5955;1885;1919
163;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Das Idyll von Capri;Birt_Theodor_Von_Hass_und_Liebe_Das_Idyll_von_Capri;1919;19485;4921;1919
164;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Das Unmeßbare;Birt_Theodor_Von_Hass_und_Liebe_Das_Unmessbare;1919;16746;4354;1919
165;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Der Freund des Titus;Birt_Theodor_Von_Hass_und_Liebe_Der_Freund_des_Titus;1919;17799;4321;1919
166;gutenberg;Theodor;Birt;Deutschland;;Theodor Birt;1852;1933;male;Heimat der Winde;Birt_Theodor_Von_Hass_und_Liebe_Heimat_der_Winde;1919;5388;1795;1919
167;gutenberg;Matthias;Blank;Deutschland;;Matthias Blank;1881;1922;male;Das Auge Wischnus;Blank_Matthias_Das_Auge_Wischnus;1915;25542;4271;1915
168;gutenberg;Matthias;Blank;Deutschland;;Matthias Blank;1881;1922;male;Der Mord im Ballsaal;Blank_Matthias_Der_Mord_im_Ballsaal;1909;23578;4472;1909
169;gutenberg;Matthias;Blank;Deutschland;;Matthias Blank;1881;1922;male;Ein seltsamer Zeuge;Blank_Matthias_Ein_seltsamer_Zeuge;1919;23946;4182;1919
170;gutenberg;Karl;Bleibtreu;Deutschland;Karl August Bleibtreu;Karl Bleibtreu;1859;1928;male;Bismarck – Band 1;Bleibtreu_Karl_Bismarck;1904;201315;30745;1904
171;textgrid;Karl;Bleibtreu;Deutschland;;Karl Bleibtreu;;;male;Größenwahn;Bleibtreu_Karl_Groessenwahn;1888;243363;37775;1888
172;gutenberg;Clara;Blüthgen;Deutschland;Auguste Clara Blüthgen, geb. Kilburger, geschiedene Eysell;Clara Blüthgen;1856;1934;female;Dilettanten des Lasters;Bluethgen_Clara_Dilettanten_des_Lasters;1905;58775;10184;1905
173;gutenberg;Victor;Blüthgen;Deutschland;;Victor Blüthgen;1844;1920;male;Mama kommt!;Bluethgen_Victor_Mama_kommt;1892;10926;2615;1892
174;gutenberg;Paul;Blumenreich;Deutschland;;Paul Blumenreich;1849;1907;male;Der Selbstmörder;Blumenreich_Paul_Der_Selbstmoerder;1888;54231;7634;1888
175;gutenberg;Paul;Blumenreich;Deutschland;;Paul Blumenreich;1849;1907;male;Die höchste Instanz;Blumenreich_Paul_Die_hoechste_Instanz;1904;59019;10020;1904
176;gutenberg;Alfred;Bock;Deutschland;;Alfred Bock;1859;1932;male;Der Flurschütz;Bock_Alfred_Der_Flurschuetz;1901;24270;5399;1901
177;gutenberg;Friedrich;Bodenstedt;Deutschland;;Friedrich Bodenstedt;1819;1892;male;Gräfin Helene;Bodenstedt_Friedrich_Graefin_Helene;1880;19555;4092;1880
178;gutenberg;Helene;Böhlau;Deutschland;Helene al Raschid Bey;Helene Böhlau;1856;1940;female;Das ehrbußliche Weiblein;Boehlau_Helene_Altweimarische_Liebesgeschichten_Das_ehrbussliche_Weiblein;1897;9266;2275;1897
179;gutenberg;Helene;Böhlau;Deutschland;Helene al Raschid Bey;Helene Böhlau;1856;1940;female;Eine kuriose Geschichte;Boehlau_Helene_Altweimarische_Liebesgeschichten_Eine_kuriose_Geschichte;1897;12749;2874;1897
180;gutenberg;Helene;Böhlau;Deutschland;Helene al Raschid Bey;Helene Böhlau;1856;1940;female;Im alten Rödchen zu Weimar;Boehlau_Helene_Altweimarische_Liebesgeschichten_Im_alten_Roedchen;1897;26971;5184;1897
181;gutenberg;Helene;Böhlau;Deutschland;Helene al Raschid Bey;Helene Böhlau;1856;1940;female;Der schöne Valentin;Boehlau_Helene_Der_schoene_Valentin;1903;34616;6098;1903
182;gutenberg;Helene;Böhlau;Deutschland;Helene al Raschid Bey;Helene Böhlau;1856;1940;female;Ein Sommerbuch;Boehlau_Helene_Ein_Sommerbuch;1910;60163;9015;1910
183;gutenberg;Helene;Böhlau;Deutschland;Helene al Raschid Bey;Helene Böhlau;1856;1940;female;Ratsmädelgeschichten;Boehlau_Helene_Ratsmaedelgeschichten;1888;44751;7707;1888
184;gutenberg;Margarete;Böhme;Deutschland;Margarete Schlüter, Ormános Sandor, Wilhelmine Margarete Susanna Feddersen;Margarete Böhme;1867;1939;female;Tagebuch einer Verlorenen;Boehme_Margarete_Tagebuch_einer_Verlorenen;1905;85707;11722;1905
185;textgrid;Paul;Boldt;Deutschland;;Paul Boldt;1885;1921;male;Der Versuch zu lieben;Boldt_Paul_Der_Versuch_zu_lieben;1914;1166;557;1914
187;gutenberg;Ida;Boy-Ed;Deutschland;Ida Cornelia Ernestina Ed;Ida Boy-Ed;1852;1918;female;Die Opferschale;Boy-Ed_Ida_Die_Opferschale;1916;94468;13501;1916
188;gutenberg;Ida;Boy-Ed;Deutschland;Ida Cornelia Ernestina Ed;Ida Boy-Ed;1852;1918;female;Ein königlicher Kaufmann;Boy-Ed_Ida_Ein_koeniglicher_Kaufmann;1910;94235;14119;1910
189;gutenberg;Ida;Boy-Ed;Deutschland;Ida Cornelia Ernestina Ed;Ida Boy-Ed;1852;1918;female;Empor!;Boy-Ed_Ida_Empor;1892;57924;9310;1892
190;textgrid;Ida;Boy-Ed;Deutschland;Ida Cornelia Ernestina Ed;Ida Boy-Ed;1852;1918;female;Fanny Förster;Boy-Ed_Ida_Fanny_Foerster;1889;69873;11187;1889
191;gutenberg;Ida;Boy-Ed;Deutschland;Ida Cornelia Ernestina Ed;Ida Boy-Ed;1852;1918;female;Um ein Weib;Boy-Ed_Ida_Um_ein_Weib;1909;83483;12571;1909
192;textgrid;Ida;Boy-Ed;Deutschland;Ida Cornelia Ernestina Ed;Ida Boy-Ed;1852;1918;female;Vor der Ehe;Boy-Ed_Ida_Vor_der_Ehe;1915;79412;12014;1915
193;gutenberg;Lily;Braun;Deutschland;Amelia Jenny Emilie Klothilde Johanna von Kretschmann , Lily von Gizycki;Lily Braun;1865;1916;female;Die Liebesbriefe der Marquise;Braun_Lily_Die_Liebesbriefe_der_Marquise;1912;85708;13145;1912
194;textgrid;Lily;Braun;Deutschland;Amelia Jenny Emilie Klothilde Johanna von Kretschmann , Lily von Gizycki;Lily Braun;1865;1916;female;Lebenssucher;Braun_Lily_Lebenssucher;1915;115246;17003;1915
195;textgrid;Luise;Büchner;Deutschland;;Luise Büchner;1821;1877;female;Der kleine Vagabund;Buechner_Luise_Der_kleine_Vagabund;1877;10084;2742;1877
196;textgrid;Luise;Büchner;Deutschland;;Luise Büchner;1821;1877;female;Der Matrose vom Alabama;Buechner_Luise_Der_Matrose_vom_Alabama;1878;5930;2050;1878
197;textgrid;Luise;Büchner;Deutschland;;Luise Büchner;1821;1877;female;Die Fee von Argouges;Buechner_Luise_Die_Fee_von_Argouges;1878;2264;955;1878
198;textgrid;Wilhelm;Busch;Deutschland;Heinrich Christian Wilhelm Busch;Wilhelm Busch;1832;1908;male;Der Schmetterling;Busch_Wilhelm_Der_Schmetterling;1895;17653;4766;1895
199;textgrid;Wilhelm;Busch;Deutschland;Heinrich Christian Wilhelm Busch;Wilhelm Busch;1832;1908;male;Eduards Traum;Busch_Wilhelm_Eduards_Traum;1891;15842;4659;1891
200;textgrid;Wilhelm;Busch;Deutschland;Heinrich Christian Wilhelm Busch;Wilhelm Busch;1832;1908;male;Meiers Hinnerk;Busch_Wilhelm_Meiers_Hinnerk;1907;1755;944;1907
201;gutenberg;Robert;Byr;Österreich;Karl Emmerich Robert von Bayer;Robert Byr;1835;1902;male;Lydia;Byr_Robert_Lydia;1879;55747;10510;1879
202;gutenberg;Egbert;Carlssen;Deutschland;August Egbert von Derschau;Egbert Carlssen;1845;1883;male;Ein Stadtjunker in Braunschweig;Carlssen_Egbert_Ein_Stadtjunker_in_Braunschweig;1874;95636;12330;1874
203;textgrid;Lena;Christ;Deutschland;Magdalena Pichler;Lena Christ;1881;1920;female;Der Dorfdummerl;Christ_Lena_Der_Dorfdummerl;1919;1439;652;1919
204;textgrid;Lena;Christ;Deutschland;Magdalena Pichler;Lena Christ;1881;1920;female;Die Ostereier der Reiserbuben;Christ_Lena_Die_Ostereier_der_Reiserbuben;1919;1065;504;1919
205;gutenberg;Lena;Christ;Deutschland;Magdalena Pichler;Lena Christ;1881;1920;female;Erinnerungen einer Überflüssigen;Christ_Lena_Erinnerungen_einer_Ueberfluessigen;1912;68568;10887;1912
206;gutenberg;Lena;Christ;Deutschland;Magdalena Pichler;Lena Christ;1881;1920;female;Lausdirndlgeschichten;Christ_Lena_Lausdirndlgeschichten;1913;17327;2972;1913
207;textgrid;Lena;Christ;Deutschland;Magdalena Pichler;Lena Christ;1881;1920;female;Madam Bäurin;Christ_Lena_Madam_Baeurin;1919;34729;6416;1919
208;textgrid;Lena;Christ;Deutschland;Magdalena Pichler;Lena Christ;1881;1920;female;Mathias Bichler;Christ_Lena_Mathias_Bichler;1914;69335;11243;1914
209;textgrid;Ada;Christen;Österreich;Christi(a)na von Breden;Ada Christen;1839;1901;female;Als er heimkehrte;Christen_Ada_Als_er_heimkehrte;1884;6529;1934;1884
210;textgrid;Ada;Christen;Österreich;Christi(a)na von Breden;Ada Christen;1839;1901;female;Der einsame Spatz;Christen_Ada_Der_einsame_Spatz;1884;3722;1431;1884
211;textgrid;Ada;Christen;Österreich;Christi(a)na von Breden;Ada Christen;1839;1901;female;Jungfer Mutter;Christen_Ada_Jungfer_Mutter;1892;39246;6326;1892
212;textgrid;Ada;Christen;Österreich;Christi(a)na von Breden;Ada Christen;1839;1901;female;Käthes Federhut;Christen_Ada_Kaethes_Federhut;1876;3754;1190;1876
213;textgrid;Ada;Christen;Österreich;Christi(a)na von Breden;Ada Christen;1839;1901;female;Nachbar Krippelmacher;Christen_Ada_Nachbar_Krippelmacher;1884;2934;1154;1884
214;textgrid;Ada;Christen;Österreich;Christi(a)na von Breden;Ada Christen;1839;1901;female;Rahel;Christen_Ada_Rahel;1880;3149;1195;1880
215;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Anna-Mia;Conrad_Michael_Georg_Anna-Mia;1895;3407;1226;1895
216;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Die bayrische Königstragödie im Bürgerhause;Conrad_Michael_Georg_Die_bayrische_Koenigstragoedie;1886;3019;1446;1886
217;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Die goldene Schmiede;Conrad_Michael_Georg_Die_goldene_Schmiede;1885;12527;4003;1885
218;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Die gute Haut;Conrad_Michael_Georg_Die_gute_Haut;1890;7003;2490;1890
219;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Die Stimme des Blutes;Conrad_Michael_Georg_Die_Stimme_des_Blutes;1885;1746;880;1885
220;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Majestät;Conrad_Michael_Georg_Majestaet;1902;93708;17593;1902
221;gutenberg;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Schicksal;Conrad_Michael_Georg_Schicksal;1885;8917;3155;1885
222;textgrid;Michael Georg;Conrad;Deutschland;;Michael Georg Conrad;1846;1927;male;Was die Isar rauscht;Conrad_Michael_Georg_Was_die_Isar_rauscht;1888;127377;22569;1888
223;DTA;Hermann;Conradi;Deutschland;;Hermann Conradi;1862;1890;male;Adam Mensch;Conradi_Hermann_Adam_Mensch;1889;93933;13971;1889
224;gutenberg;Ernst;Constantin;Deutschland;;Ernst Constantin;;;male;Das warme Polarland;Constantin_Ernst_Das_warme_Polarland;1873;34749;6741;1873
225;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Am Hof Herrn Karls;Dahn_Felix_Am_Hof_Herrn_Karls;1901;41535;7815;1901
226;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Attila;Dahn_Felix_Attila;1888;58306;10738;1888
227;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Bissula;Dahn_Felix_Bissula;1884;69401;11407;1884
228;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Chlodovech;Dahn_Felix_Chlodovech;1895;48706;8764;1895
229;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Der Vater und die Söhne;Dahn_Felix_Der_Vater;1883;15287;4018;1883
230;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Die Bataver;Dahn_Felix_Die_Bataver;1882-1901;70228;11821;1882
231;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Die schlimmen Nonnen von Poitiers;Dahn_Felix_Die_schlimmen_Nonnen;1885;39372;7454;1885
232;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Ebroin;Dahn_Felix_Ebroin;1897;76255;12345;1897
233;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Ein Kampf um Rom;Dahn_Felix_Ein_Kampf_um_Rom;1876;316130;27618;1876
234;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Felicitas;Dahn_Felix_Felicitas;1882;35184;7484;1882
235;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Fredigundis;Dahn_Felix_Fredigundis;1886;92617;12622;1886
236;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Gelimer;Dahn_Felix_Gelimer;1885;81998;12698;1885
237;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Herzog Ernst von Schwaben;Dahn_Felix_Herzog_Ernst_von_Schwaben;1902;31191;6594;1902
238;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Julian der Abtrünnige;Dahn_Felix_Julian_der_Abtruennige;1893;178238;21399;1893
239;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Aus der Vendée;Dahn_Felix_Kaempfende_Herzen_Aus_der_Vendee;1870;23791;5577;1870
240;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Ernst und Frank;Dahn_Felix_Kaempfende_Herzen_Ernst_und_Frank;1870;15608;4156;1870
241;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Reinhart und Fatme;Dahn_Felix_Kaempfende_Herzen_Reinhart_und_Fatme;1870;18059;4479;1870
242;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Die Finnin;Dahn_Felix_Odhins_Rache_Die_Finnin;1891;15647;3914;1891
243;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Friggas ja;Dahn_Felix_Odhins_Rache_Friggas_ja;1891;15877;4004;1891
244;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Odhins Rache;Dahn_Felix_Odhins_Rache_Odhins_Rache;1891;16208;3756;1891
245;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Sigwalt und Sigridh;Dahn_Felix_Sigwalt_und_Sigridh;1898;11882;3457;1898
246;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Sind Götter?;Dahn_Felix_Sind_Goetter;1874;22935;4828;1874
247;gutenberg;Felix und Therese;Dahn und Dahn;Deutschland;Therese Dahn, geb. Freiin Droste zu Hülshoff;Felix Dahn und Therese Dahn;1845;1929;both;Walhall;Dahn_Felix_und_Dahn_Therese_Walhall;1885;141718;17203;1885
248;gutenberg;Felix;Dahn;Deutschland;Ludwig Sophus Felix Dahn;Felix Dahn;1834;1912;male;Vom Chiemgau;Dahn_Felix_Vom_Chiemgau;1896;47154;9496;1896
249;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Der Geist meines Vaters;Dauthendey_Max_Der_Geist_meines_Vaters;1912;82474;13240;1912
250;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Das Abendrot zu Seta;Dauthendey_Max_Die_acht_Gesichter_Das_Abendrot_zu_Seta;1911;4092;1445;1911
251;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Den Nachtregen regnen hören in Karasaki;Dauthendey_Max_Die_acht_Gesichter_Den_Nachtregen_regnen;1911;7017;1750;1911
252;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Der Wildgänse Flug in Katata nachschauen;Dauthendey_Max_Die_acht_Gesichter_Der_Wildgaense_Flug;1911;4425;1255;1911
253;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Die Abendglocke vom Miideratempel hören;Dauthendey_Max_Die_acht_Gesichter_Die_Abendglocke_vom_Miideratempel_hoeren;1911;3301;1109;1911
254;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Segelboote von Yabase im Abend heimkehren sehen;Dauthendey_Max_Die_acht_Gesichter_Segelboote_von_Yabase;1911;6771;1901;1911
255;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Sonniger Himmel und Brise von Amazu;Dauthendey_Max_Die_acht_Gesichter_Sonniger_Himmel;1911;4011;1372;1911
256;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Von Ishiyama den Herbstmond aufgehen sehen;Dauthendey_Max_Die_acht_Gesichter_Von_Ishiyama;1911;5308;1569;1911
257;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;An eine Sechzehnjährige;Dauthendey_Max_Geschichten_aus_den_vier_Winden_An_eine_Sechzehnjaehrige;1915;1899;740;1915
258;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Auf dem Weg zu den Eulenkäfigen;Dauthendey_Max_Geschichten_aus_den_vier_Winden_Auf_dem_Weg_zu_den_Eulenkaefigen;1915;4646;1524;1915
259;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Das Giftfläschchen;Dauthendey_Max_Geschichten_aus_den_vier_Winden_Das_Giftflaeschchen;1915;5314;1718;1915
260;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Das Ignanodon;Dauthendey_Max_Geschichten_aus_den_vier_Winden_Das_Ignanodon;1915;13092;3576;1915
261;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Die Kurzsichtige und der Komet;Dauthendey_Max_Geschichten_aus_den_vier_Winden_Die_Kurzsichtige_und_der_Komet;1915;6408;1791;1915
262;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Häcksel und die Bergwerksflöhe;Dauthendey_Max_Geschichten_aus_den_vier_Winden_Haecksel_und_die_Bergwerksfloehe;1915;8251;2304;1915
263;gutenberg;Max;Dauthendey;Deutschland;Maximilian Albert Dauthendey;Max Dauthendey;1867;1918;male;Himalajafinsternis;Dauthendey_Max_Geschichten_aus_den_vier_Winden_Himalajafinsternis;1915;5450;1880;1915
